question,answer
馬場葉子の初のCD『降郷〜UTSUROI〜』のリリースが延期された理由は何ですか？,震災のためリリースが延期されました。
収録楽曲『悠久』はどのようなイメージ曲として報道され、注目を集めましたか？,平泉文化遺産応援イメージ曲として報道され、注目を集めました。
回折レンズとは何ですか？,回折レンズとは、溝間隔を連続的に変化させることでレンズ作用を作り出す光学素子です。
回折レンズはどのように光を集光させますか？,回折レンズは、レンズ周辺で溝間隔を小さく、レンズ中心付近で大きくすることで、光を一点に集中させます。
回折格子とは何ですか？,回折格子とは、ガラスの表面に無数の溝を掘った光学素子で、光の回折の性質を利用します。
回折格子における溝間隔と回折角度の関係を説明してください。,溝間隔が大きいほど回折角度は小さく、溝間隔が小さいほど回折角度は大きくなります。
回折レンズの課題は何ですか？,回折レンズは、1次、2次といった次数の光を生み出すため、光の利用効率が低下する可能性があります。
回折格子において、次数が異なると光の回折にどのような違いが現れますか？,回折格子では、入射した光は次数に応じて回折する角度が異なります。
回折レンズを光学系に組み込むのが困難な理由は何ですか？,迷光が発生するため、回折レンズを光学系に組み込むのは困難です。
回折効率を上げるためのブレーズ化とはどのような処理ですか？,ブレーズ化とは、溝を掘るだけでなく、溝と溝の間を斜めにすることで特定の波長に対し回折効率を100%近くまで上げる処理です。
屋根型にした回折格子の利点は何ですか？,屋根型にすることで、特定の波長に対し回折効率を上げることができます。
